Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of axonogenesis (GO:0050772)	1/37	0.12013406773228928	0.23905466003293926	0	0	8.12704248366013	17.222397118954486	ROBO2
regulation of dendrite development (GO:0050773)	1/37	0.12013406773228928	0.23905466003293926	0	0	8.12704248366013	17.222397118954486	CSMD3
regulation of ossification (GO:0030278)	1/38	0.12317522658400461	0.2438745692165719	0	0	7.906995230524642	16.558412958427734	SOX11
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	1/39	0.12620602587024407	0.24738892633271722	0	0	7.698529411764706	15.93472089534539	SCRT2
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	1/39	0.12620602587024407	0.24738892633271722	0	0	7.698529411764706	15.93472089534539	CELF3
androgen receptor signaling pathway (GO:0030521)	1/40	0.12922650035538952	0.24958451539227192	0	0	7.500754147812971	15.347957610327404	GRIP1
regulation of cellular localization (GO:0060341)	1/40	0.12922650035538952	0.24958451539227192	0	0	7.500754147812971	15.347957610327404	EPHA5
neuron migration (GO:0001764)	1/40	0.12922650035538952	0.24958451539227192	0	0	7.500754147812971	15.347957610327404	DCX
spliceosomal complex assembly (GO:0000245)	1/41	0.13223668470938157	0.2529187076480405	0	0	7.312867647058823	14.795115174308478	CELF2
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	1/41	0.13223668470938157	0.2529187076480405	0	0	7.312867647058823	14.795115174308478	DCHS1
cardiac ventricle morphogenesis (GO:0003208)	1/43	0.1382263210059717	0.26183255036708103	0	0	6.963935574229692	13.780673953906739	SOX11
negative regulation of protein metabolic process (GO:0051248)	1/43	0.1382263210059717	0.26183255036708103	0	0	6.963935574229692	13.780673953906739	PTX3
regulation of dendrite morphogenesis (GO:0048814)	1/44	0.14120584167933814	0.2649290553412344	0	0	6.801641586867305	13.31446223150924	PTPRD
protein N-linked glycosylation via asparagine (GO:0018279)	1/44	0.14120584167933814	0.2649290553412344	0	0	6.801641586867305	13.31446223150924	ST6GAL2
RNA processing (GO:0006396)	2/193	0.14326091433050203	0.2666902940328626	0	0	3.0850980698601234	5.994616222362439	CELF2;CELF3
peptidyl-asparagine modification (GO:0018196)	1/45	0.14417520971827344	0.2666902940328626	0	0	6.646724598930481	12.8728842450404	ST6GAL2
protein complex subunit organization (GO:0071822)	1/45	0.14417520971827344	0.2666902940328626	0	0	6.646724598930481	12.8728842450404	COL11A1
negative regulation of transcription, DNA-templated (GO:0045892)	5/813	0.14881811298856357	0.2739922267172619	0	0	1.848990563118812	3.5223833003147584	SCRT2;FOXG1;SOX11;POU3F3;RUNX1T1
regulation of ion transport (GO:0043269)	1/50	0.15887094888113906	0.2897923789776333	0	0	5.966986794717887	10.977245117600177	STC1
neurogenesis (GO:0022008)	1/50	0.15887094888113906	0.2897923789776333	0	0	5.966986794717887	10.977245117600177	DCHS1
triglyceride metabolic process (GO:0006641)	1/52	0.16467936026631186	0.2935912576693524	0	0	5.732410611303345	10.3398641118515	FABP7
plasma membrane bounded cell projection morphogenesis (GO:0120039)	1/52	0.16467936026631186	0.2935912576693524	0	0	5.732410611303345	10.3398641118515	NYAP2
regulation of calcium ion transport (GO:0051924)	1/52	0.16467936026631186	0.2935912576693524	0	0	5.732410611303345	10.3398641118515	STC1
positive regulation of ossification (GO:0045778)	1/52	0.16467936026631186	0.2935912576693524	0	0	5.732410611303345	10.3398641118515	SOX11
positive regulation of secretion by cell (GO:1903532)	1/52	0.16467936026631186	0.2935912576693524	0	0	5.732410611303345	10.3398641118515	SOX11
regulation of calcium ion-dependent exocytosis (GO:0017158)	1/53	0.16756872462309957	0.2973967455022578	0	0	5.6218891402714934	10.042727529574481	SYT14
membrane fusion (GO:0061025)	1/54	0.17044823907414808	0.29980627765720685	0	0	5.5155382907880135	9.758772127979919	VASH2
negative regulation of supramolecular fiber organization (GO:1902904)	1/54	0.17044823907414808	0.29980627765720685	0	0	5.5155382907880135	9.758772127979919	STMN2
regulation of axonogenesis (GO:0050770)	1/55	0.17331793667880604	0.3034989646731092	0	0	5.413126361655773	9.487194592668214	ROBO2
regulation of BMP signaling pathway (GO:0030510)	1/56	0.17617785044579695	0.3044476889282632	0	0	5.314438502673797	9.227253798583902	SOX11
phosphatidylinositol-mediated signaling (GO:0048015)	1/56	0.17617785044579695	0.3044476889282632	0	0	5.314438502673797	9.227253798583902	NYAP2
glycosaminoglycan catabolic process (GO:0006027)	1/56	0.17617785044579695	0.3044476889282632	0	0	5.314438502673797	9.227253798583902	VCAN
regulation of neurogenesis (GO:0050767)	1/57	0.17902801322666534	0.30802199655592205	0	0	5.219275210084033	8.978264998659629	SOX11
sodium ion transport (GO:0006814)	1/58	0.18186845775259447	0.3115485754544445	0	0	5.127450980392157	8.739594642220467	SCN3A
regulation of transcription, DNA-templated (GO:0006355)	8/1598	0.1839240226955899	0.3136702214769456	0	0	1.512815754201464	2.561548842040359	GRIP1;FOXG1;SOX11;SP8;ELAVL2;ZNF883;POU3F3;RUNX1T1
regulation of protein metabolic process (GO:0051246)	1/59	0.18469921670723702	0.3136702214769456	0	0	5.038793103448276	8.510655748278333	IGF2BP3
regulation of mRNA splicing, via spliceosome (GO:0048024)	1/60	0.1875203226168755	0.31709445112038176	0	0	4.953140578265204	8.290903771791394	CELF3
glycosaminoglycan metabolic process (GO:0030203)	1/61	0.19033180794884105	0.3191094992844399	0	0	4.870343137254902	8.079832893158203	VCAN
negative regulation of viral life cycle (GO:1903901)	1/61	0.19033180794884105	0.3191094992844399	0	0	4.870343137254902	8.079832893158203	PTX3
stress-activated MAPK cascade (GO:0051403)	1/62	0.19313370497715104	0.32031063117393554	0	0	4.790260366441658	7.876972692398261	TNFRSF19
regulation of actin filament-based process (GO:0032970)	1/62	0.19313370497715104	0.32031063117393554	0	0	4.790260366441658	7.876972692398261	EPHA5
synapse assembly (GO:0007416)	1/63	0.19592604597187427	0.32031063117393554	0	0	4.712760910815939	7.681885149311177	GRID2
kidney development (GO:0001822)	1/63	0.19592604597187427	0.32031063117393554	0	0	4.712760910815939	7.681885149311177	ROBO2
oligosaccharide metabolic process (GO:0009311)	1/63	0.19592604597187427	0.32031063117393554	0	0	4.712760910815939	7.681885149311177	ST6GAL2
positive regulation of cell projection organization (GO:0031346)	1/63	0.19592604597187427	0.32031063117393554	0	0	4.712760910815939	7.681885149311177	STMN2
negative regulation of nucleic acid-templated transcription (GO:1903507)	3/444	0.19760569624302907	0.32172167074278285	0	0	2.0088641517212946	3.2573363933951374	FOXG1;POU3F3;RUNX1T1
anterograde trans-synaptic signaling (GO:0098916)	2/240	0.20080736540931254	0.32558889700110755	0	0	2.4699611187758688	3.9652983321592847	GRIK2;CACNA1E
intracellular steroid hormone receptor signaling pathway (GO:0030518)	1/66	0.20424605314134422	0.32846099974567194	0	0	4.494570135746606	7.139309452358317	GRIP1
JNK cascade (GO:0007254)	1/66	0.20424605314134422	0.32846099974567194	0	0	4.494570135746606	7.139309452358317	TNFRSF19
positive regulation of endothelial cell proliferation (GO:0001938)	1/67	0.20700048992803882	0.3301951134884506	0	0	4.426247771836007	6.971491259424047	VASH2
positive regulation of synaptic transmission (GO:0050806)	1/67	0.20700048992803882	0.3301951134884506	0	0	4.426247771836007	6.971491259424047	GRIK2
monocarboxylic acid biosynthetic process (GO:0072330)	1/68	0.20974553018162465	0.3332247535950004	0	0	4.359964881474978	6.809655813963362	VCAN
regulation of endothelial cell migration (GO:0010594)	1/69	0.21248120548043034	0.33353623489756795	0	0	4.295631487889273	6.653511083100007	STC1
positive regulation of neurogenesis (GO:0050769)	1/69	0.21248120548043034	0.33353623489756795	0	0	4.295631487889273	6.653511083100007	SOX11
regulation of osteoblast differentiation (GO:0045667)	1/69	0.21248120548043034	0.33353623489756795	0	0	4.295631487889273	6.653511083100007	SOX11
organelle membrane fusion (GO:0090174)	1/71	0.217924586983491	0.340723362188474	0	0	4.1724789915966385	6.357214891464962	SYT14
regulation of neuron death (GO:1901214)	1/72	0.22063235584403965	0.3422407409549276	0	0	4.113504556752279	6.216564657571732	GRID2
regulation of fat cell differentiation (GO:0045598)	1/72	0.22063235584403965	0.3422407409549276	0	0	4.113504556752279	6.216564657571732	RUNX1T1
protein N-linked glycosylation (GO:0006487)	1/73	0.2233308850248216	0.34372019023351447	0	0	4.056168300653595	6.0806052170528995	ST6GAL2
regulation of peptide hormone secretion (GO:0090276)	1/73	0.2233308850248216	0.34372019023351447	0	0	4.056168300653595	6.0806052170528995	CACNA1E
negative regulation of cellular amide metabolic process (GO:0034249)	1/75	0.22870034854693458	0.34704182053006055	0	0	3.9461446740858506	5.821915556214123	IGF2BP3
cAMP-mediated signaling (GO:0019933)	1/75	0.22870034854693458	0.34704182053006055	0	0	3.9461446740858506	5.821915556214123	EPHA5
regulation of actin cytoskeleton organization (GO:0032956)	1/75	0.22870034854693458	0.34704182053006055	0	0	3.9461446740858506	5.821915556214123	EPHA5
positive regulation of intracellular signal transduction (GO:1902533)	3/479	0.22901236887770493	0.34704182053006055	0	0	1.857811306340718	2.7383753425657043	EPHA5;TNFRSF19;SOX11
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	1/76	0.23137134471858622	0.34794011381344647	0	0	3.8933333333333335	5.698793885846119	SCRT2
positive regulation of JNK cascade (GO:0046330)	1/76	0.23137134471858622	0.34794011381344647	0	0	3.8933333333333335	5.698793885846119	TNFRSF19
cellular protein metabolic process (GO:0044267)	3/484	0.23357941117269737	0.34895086908852846	0	0	1.838026838026838	2.672919593399394	MSRA;VCAN;IGF2BP3
sensory perception of mechanical stimulus (GO:0050954)	1/78	0.2366860196551412	0.34895086908852846	0	0	3.791825821237586	5.464099983669562	COL11A1
extracellular matrix disassembly (GO:0022617)	1/78	0.2366860196551412	0.34895086908852846	0	0	3.791825821237586	5.464099983669562	MMP16
visual perception (GO:0007601)	1/78	0.2366860196551412	0.34895086908852846	0	0	3.791825821237586	5.464099983669562	COL11A1
negative regulation of cell communication (GO:0010648)	1/78	0.2366860196551412	0.34895086908852846	0	0	3.791825821237586	5.464099983669562	EPHA5
regulation of endothelial cell proliferation (GO:0001936)	1/79	0.23932975965028952	0.34895086908852846	0	0	3.743024132730015	5.352198606701963	VASH2
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	1/79	0.23932975965028952	0.34895086908852846	0	0	3.743024132730015	5.352198606701963	SOX11
cellular response to hormone stimulus (GO:0032870)	1/80	0.2419644752384694	0.34895086908852846	0	0	3.695457930007446	5.243723097063879	ROBO2
positive regulation of stress-activated MAPK cascade (GO:0032874)	1/80	0.2419644752384694	0.34895086908852846	0	0	3.695457930007446	5.243723097063879	TNFRSF19
regulation of hydrolase activity (GO:0051336)	1/80	0.2419644752384694	0.34895086908852846	0	0	3.695457930007446	5.243723097063879	EPHA5
sensory perception of sound (GO:0007605)	1/81	0.24459019688405087	0.34895086908852846	0	0	3.649080882352941	5.138530366656972	COL11A1
negative regulation of cell death (GO:0060548)	1/81	0.24459019688405087	0.34895086908852846	0	0	3.649080882352941	5.138530366656972	SOX11
sensory perception of light stimulus (GO:0050953)	1/81	0.24459019688405087	0.34895086908852846	0	0	3.649080882352941	5.138530366656972	COL11A1
positive regulation of macromolecule metabolic process (GO:0010604)	2/276	0.24649424075013052	0.34895086908852846	0	0	2.1415186839525004	2.999018421012996	SOX11;POU3F3
regulation of anatomical structure morphogenesis (GO:0022603)	1/82	0.24720695474341325	0.34895086908852846	0	0	3.603848946986202	5.036484927636775	VASH2
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	1/82	0.24720695474341325	0.34895086908852846	0	0	3.603848946986202	5.036484927636775	SOX11
ephrin receptor signaling pathway (GO:0048013)	1/82	0.24720695474341325	0.34895086908852846	0	0	3.603848946986202	5.036484927636775	EPHA5
negative regulation of signaling (GO:0023057)	1/83	0.24981477900874943	0.34895086908852846	0	0	3.5597202295552366	4.937458398498944	EPHA5
protein maturation (GO:0051604)	1/83	0.24981477900874943	0.34895086908852846	0	0	3.5597202295552366	4.937458398498944	MMP16
positive regulation of nucleic acid-templated transcription (GO:1903508)	3/502	0.2501568051828194	0.34895086908852846	0	0	1.7700856257970485	2.452749835376679	GRIP1;SOX11;POU3F3
protein modification process (GO:0036211)	1/84	0.2524136997213975	0.34895086908852846	0	0	3.5166548547129697	4.841329055076422	MSRA
regulation of neuron differentiation (GO:0045664)	1/84	0.2524136997213975	0.34895086908852846	0	0	3.5166548547129697	4.841329055076422	SOX11
positive regulation of supramolecular fiber organization (GO:1902905)	1/84	0.2524136997213975	0.34895086908852846	0	0	3.5166548547129697	4.841329055076422	STMN2
calcium ion homeostasis (GO:0055074)	1/87	0.2601573396269767	0.35839857277282805	0	0	3.393467852257182	4.569198174852948	STC1
divalent metal ion transport (GO:0070838)	1/88	0.26272094465889095	0.35941684790139944	0	0	3.3542934415145367	4.483559454877068	CACNA1E
negative regulation of translation (GO:0017148)	1/88	0.26272094465889095	0.35941684790139944	0	0	3.3542934415145367	4.483559454877068	IGF2BP3
negative regulation of cellular protein metabolic process (GO:0032269)	1/89	0.26527579495024384	0.3604091834841244	0	0	3.31600935828877	4.400295535578544	IGF2BP3
regulation of neuron apoptotic process (GO:0043523)	1/89	0.26527579495024384	0.3604091834841244	0	0	3.31600935828877	4.400295535578544	GRID2
regulation of JNK cascade (GO:0046328)	1/90	0.2678219199124673	0.3626179946581172	0	0	3.278585591539987	4.319316842679073	TNFRSF19
vesicle fusion (GO:0006906)	1/94	0.2779197524110875	0.37372144180876615	0	0	3.1369386464263123	4.016607976369818	SYT14
axon development (GO:0061564)	1/94	0.2779197524110875	0.37372144180876615	0	0	3.1369386464263123	4.016607976369818	LRRC55
regulation of heart contraction (GO:0008016)	1/95	0.28042268926093183	0.37580455635648685	0	0	3.103410513141427	3.9458536713348162	CELF2
regulation of cell death (GO:0010941)	1/96	0.282917075565896	0.3765855668005508	0	0	3.070588235294118	3.876929138212587	SOX11
cellular metal ion homeostasis (GO:0006875)	1/96	0.282917075565896	0.3765855668005508	0	0	3.070588235294118	3.876929138212587	STC1
cell morphogenesis involved in neuron differentiation (GO:0048667)	1/97	0.28540294002255084	0.37734482674122494	0	0	3.038449754901961	3.8097701687597407	LRRC55
negative regulation of cell motility (GO:2000146)	1/97	0.28540294002255084	0.37734482674122494	0	0	3.038449754901961	3.8097701687597407	STC1
glycosaminoglycan biosynthetic process (GO:0006024)	1/99	0.2903492181156227	0.38260064193162324	0	0	2.976140456182473	3.680506237161116	VCAN
regulation of lipid metabolic process (GO:0019216)	1/100	0.2928096888806698	0.3826747706991808	0	0	2.9459298871063577	3.6182865561027495	CHD9
protein processing (GO:0016485)	1/101	0.2952617520115507	0.3826747706991808	0	0	2.916323529411765	3.5576027208031498	MMP16
cellular divalent inorganic cation homeostasis (GO:0072503)	1/101	0.2952617520115507	0.3826747706991808	0	0	2.916323529411765	3.5576027208031498	STC1
metal ion transport (GO:0030001)	1/101	0.2952617520115507	0.3826747706991808	0	0	2.916323529411765	3.5576027208031498	SCN3A
regulation of kinase activity (GO:0043549)	1/101	0.2952617520115507	0.3826747706991808	0	0	2.916323529411765	3.5576027208031498	EPHA5
positive regulation of angiogenesis (GO:0045766)	1/103	0.30014076844918286	0.38772282875074765	0	0	2.8588523644752017	3.440639358990668	VASH2
monovalent inorganic cation transport (GO:0015672)	1/104	0.30256777809113855	0.38831174126354584	0	0	2.830953740719589	3.3842635553654015	SCN3A
positive regulation of vasculature development (GO:1904018)	1/104	0.30256777809113855	0.38831174126354584	0	0	2.830953740719589	3.3842635553654015	VASH2
RNA splicing (GO:0008380)	1/106	0.30739694052464905	0.3932285537880251	0	0	2.776750700280112	3.2754978898915463	CELF3
negative regulation of response to external stimulus (GO:0032102)	1/107	0.3097991489946617	0.3937447248512797	0	0	2.750416204217536	3.2230232404183745	GRID2
regulation of protein secretion (GO:0050708)	1/107	0.3097991489946617	0.3937447248512797	0	0	2.750416204217536	3.2230232404183745	CACNA1E
negative regulation of hydrolase activity (GO:0051346)	1/108	0.3121931460707797	0.39424390882015126	0	0	2.724573941726223	3.1717670489627245	PTX3
regulation of cytokine production (GO:0001817)	1/108	0.3121931460707797	0.39424390882015126	0	0	2.724573941726223	3.1717670489627245	IGF2BP3
positive regulation of developmental process (GO:0051094)	1/113	0.3240409245099103	0.40530833097430047	0	0	2.602284663865546	2.93247675296454	SOX11
regulation of organelle organization (GO:0033043)	1/113	0.3240409245099103	0.40530833097430047	0	0	2.602284663865546	2.93247675296454	STMN2
positive regulation of kinase activity (GO:0033674)	1/113	0.3240409245099103	0.40530833097430047	0	0	2.602284663865546	2.93247675296454	EPHA5
epithelium development (GO:0060429)	1/115	0.3287235167592329	0.40986413165549923	0	0	2.5563725490196076	2.8440622576830132	SOX11
calcium ion transport (GO:0006816)	1/118	0.33568752680048636	0.41591473446349564	0	0	2.4904474610356964	2.718509020452747	CACNA1E
plasma membrane bounded cell projection organization (GO:0120036)	1/118	0.33568752680048636	0.41591473446349564	0	0	2.4904474610356964	2.718509020452747	STMN2
enzyme linked receptor protein signaling pathway (GO:0007167)	1/120	0.3402905943677059	0.4202962200027465	0	0	2.4483440434997528	2.639205528733059	PTPRD
negative regulation of cell migration (GO:0030336)	1/121	0.3425803263994981	0.421802026879382	0	0	2.4278186274509803	2.600798566098406	STC1
sulfur compound biosynthetic process (GO:0044272)	1/122	0.3448622260092264	0.42328883815462676	0	0	2.4076324744773943	2.5631902987072825	VCAN
cellular calcium ion homeostasis (GO:0006874)	1/123	0.3471363195456743	0.4247568630465704	0	0	2.3877772420443586	2.526358399701136	STC1
dephosphorylation (GO:0016311)	1/124	0.34940263327355087	0.42489085651166375	0	0	2.3682448589191774	2.4902813329565507	PTPRD
negative regulation of macromolecule metabolic process (GO:0010605)	1/124	0.34940263327355087	0.42489085651166375	0	0	2.3682448589191774	2.4902813329565507	SOX11
protein dephosphorylation (GO:0006470)	1/125	0.351661193452608	0.42501383503167955	0	0	2.349027514231499	2.454938318614713	PTPRD
negative regulation of multicellular organismal process (GO:0051241)	1/125	0.351661193452608	0.42501383503167955	0	0	2.349027514231499	2.454938318614713	STC1
negative regulation of response to stimulus (GO:0048585)	1/127	0.35615515768690736	0.42773997503565936	0	0	2.3115079365079363	2.386374920664935	EPHA5
vesicle organization (GO:0016050)	1/127	0.35615515768690736	0.42773997503565936	0	0	2.3115079365079363	2.386374920664935	SYT14
negative regulation of cell proliferation (GO:0008285)	2/363	0.3571737354993196	0.42773997503565936	0	0	1.6182246661429693	1.6660156329396318	FABP7;SOX11
regulation of mRNA stability (GO:0043488)	1/128	0.35839061376201603	0.4278966721885888	0	0	2.2931912922649373	2.353116479821336	IGF2BP3
cellular response to organic substance (GO:0071310)	1/133	0.3694536659747048	0.43977264167381785	0	0	2.205770944741533	2.196352177093708	ROBO2
positive regulation of transferase activity (GO:0051347)	1/137	0.37816856748681427	0.4487904084030266	0	0	2.140462802768166	2.0814186437173	EPHA5
cellular response to growth factor stimulus (GO:0071363)	1/139	0.3824813948361795	0.45119062744148125	0	0	2.109228473998295	2.027127320604169	STMN2
regulation of primary metabolic process (GO:0080090)	1/139	0.3824813948361795	0.45119062744148125	0	0	2.109228473998295	2.027127320604169	CHD9
inorganic cation transmembrane transport (GO:0098662)	1/140	0.3846267403446223	0.45236697222621247	0	0	2.0939483707151925	2.000729810819657	SCN3A
cellular protein complex assembly (GO:0043623)	1/144	0.3931349138342905	0.4609974882461621	0	0	2.034965034965035	1.8998483093920275	NSG2
negative regulation of cell differentiation (GO:0045596)	1/150	0.4056802497190504	0.47429679047271767	0	0	1.9524279510461904	1.7614609574155329	RUNX1T1
negative regulation of programmed cell death (GO:0043069)	2/408	0.4124648103148012	0.4808021753373718	0	0	1.435556209102272	1.2713348739449057	EPHA5;POU3F3
gene expression (GO:0010467)	2/411	0.41607365478664154	0.4835782300470111	0	0	1.4248075028281575	1.249403696536552	CELF2;IGF2BP3
ribonucleoprotein complex assembly (GO:0022618)	1/156	0.4179699251139061	0.4843533838084677	0	0	1.876280834914611	1.6367657032078746	CELF2
positive regulation of cell proliferation (GO:0008284)	2/424	0.4315862255758832	0.4976745313306524	0	0	1.379995755818066	1.1595938197058984	SOX11;POU3F3
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	1/163	0.43199159826163225	0.4976745313306524	0	0	1.7945715323166302	1.506272071233797	TNFRSF19
peptide biosynthetic process (GO:0043043)	1/174	0.4533558321960898	0.520764425321456	0	0	1.6795307718463108	1.3286397772656142	IGF2BP3
regulation of angiogenesis (GO:0045765)	1/177	0.4590436875537447	0.5257651537679517	0	0	1.6506517379679144	1.2852137740620189	VASH2
phosphate-containing compound metabolic process (GO:0006796)	1/183	0.4702449868660257	0.5370334052904757	0	0	1.5957498383968973	1.2039956011043296	PTPRD
regulation of cell proliferation (GO:0042127)	3/740	0.4725797123338304	0.5381399036402577	0	0	1.1837917848772666	0.8873097626190269	FABP7;SOX11;POU3F3
regulation of GTPase activity (GO:0043087)	1/188	0.47940454546133593	0.5443383023393843	0	0	1.552689525007864	1.1415536039285885	EPHA5
regulation of gene expression (GO:0010468)	4/1037	0.48349926519206937	0.5473384516044686	0	0	1.1258023680095317	0.8181267545730235	SOX11;ELAVL2;ZNF883;POU3F3
RNA metabolic process (GO:0016070)	1/191	0.4848251766750242	0.5473384516044686	0	0	1.5279411764705881	1.106178857523707	CELF2
positive regulation of cell differentiation (GO:0045597)	1/194	0.49019017577025414	0.5518140835813717	0	0	1.5039622066443157	1.0722676762126249	SOX11
positive regulation of gene expression (GO:0010628)	3/771	0.4999948278372832	0.5608587874595524	0	0	1.134173768939394	0.7861610825286336	GRIP1;SOX11;POU3F3
negative regulation of apoptotic process (GO:0043066)	2/485	0.50135205644776	0.5608587874595524	0	0	1.2019406075213992	0.8298759467325366	EPHA5;POU3F3
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	1/201	0.5024953095767056	0.5608587874595524	0	0	1.4508088235294119	0.9984016184966518	EPHA5
positive regulation of multicellular organismal process (GO:0051240)	1/202	0.5042291215103661	0.5612041634889386	0	0	1.4435177055896986	0.9884119508090808	SOX11
regulation of MAPK cascade (GO:0043408)	1/203	0.5059569783872909	0.5615409844636412	0	0	1.4362987769365172	0.9785555794816995	EPHA5
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	1/204	0.5076789002266886	0.5618693446329082	0	0	1.429150970733121	0.9688301857799617	TNFRSF19
positive regulation of phosphorylation (GO:0042327)	1/208	0.5145076388383618	0.567831959950461	0	0	1.4012503552145497	0.9311937445427177	EPHA5
regulation of translation (GO:0006417)	1/213	0.5229124162147439	0.5754957876776791	0	0	1.3678551609322975	0.8868369838909548	IGF2BP3
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	1/215	0.5262340308411215	0.5775381842657434	0	0	1.354934029686641	0.8698801661628217	EPHA5
regulation of apoptotic process (GO:0042981)	3/815	0.5376802480306039	0.5870173254812038	0	0	1.0702530228392297	0.6640826145770563	EPHA5;GRID2;POU3F3
positive regulation of cellular process (GO:0048522)	2/519	0.5378508997429303	0.5870173254812038	0	0	1.1209330523398482	0.6951734173891029	SOX11;POU3F3
endosomal transport (GO:0016197)	1/229	0.5488556821448047	0.5973733115056714	0	0	1.2708333333333333	0.7623980106474325	NSG2
apoptotic process (GO:0006915)	1/231	0.5519992094969327	0.5975445756449191	0	0	1.2596547314578006	0.7484977560593702	TNFRSF19
negative regulation of cellular process (GO:0048523)	2/534	0.5533745944894479	0.5975445756449191	0	0	1.0884861407249466	0.6440791505975981	FABP7;SOX11
translation (GO:0006412)	1/232	0.5535628683004962	0.5975445756449191	0	0	1.2541380188439013	0.7416720789833565	IGF2BP3
regulation of signal transduction (GO:0009966)	1/233	0.5551211482800392	0.5975894328479111	0	0	1.248668864097363	0.734927664634872	EPHA5
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	1/236	0.5597638971225493	0.6009454372378322	0	0	1.232540675844806	0.7151696438694627	ELAVL2
regulation of ERK1 and ERK2 cascade (GO:0070372)	1/247	0.5763823891689152	0.6171050579688928	0	0	1.1767694882831181	0.6483811226234532	EPHA5
inflammatory response (GO:0006954)	1/252	0.5837303754447446	0.6222066833036379	0	0	1.1530349191469416	0.6206972477473673	PTX3
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	2/565	0.5843057685846346	0.6222066833036379	0	0	1.026908088332759	0.551789402988089	SCRT2;SOX11
mRNA splicing, via spliceosome (GO:0000398)	1/261	0.5966415578852268	0.6336301180775724	0	0	1.1126131221719457	0.574596531669723	ELAVL2
regulation of nucleic acid-templated transcription (GO:1903506)	2/607	0.6237063472918947	0.6600701684479233	0	0	0.9535463179967929	0.45014596799597195	ELAVL2;ZNF883
mRNA processing (GO:0006397)	1/283	0.626564068526709	0.6600701684479233	0	0	1.0246662494785148	0.4790358220218708	ELAVL2
negative regulation of signal transduction (GO:0009968)	1/283	0.626564068526709	0.6600701684479233	0	0	1.0246662494785148	0.4790358220218708	EPHA5
positive regulation of MAPK cascade (GO:0043410)	1/289	0.6343378130075215	0.6664775955332358	0	0	1.0030126633986929	0.4565449233201556	EPHA5
proteolysis (GO:0006508)	1/291	0.6368934496625598	0.6673830296995972	0	0	0.9959939148073023	0.44934554939868465	MMP16
regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/631	0.6449239705025944	0.6740054227533746	0	0	0.9160240134779204	0.4017890582607411	ELAVL2;ZNF883
regulation of cell migration (GO:0030334)	1/316	0.6673915078317845	0.6956408838246643	0	0	0.9157796451914099	0.3703215415602535	STC1
cellular protein modification process (GO:0006464)	3/1001	0.6779601524226412	0.7047923484288143	0	0	0.8623155401712516	0.33515339141352884	PTPRD;MSRA;VCAN
cellular protein localization (GO:0034613)	1/327	0.6799972946787142	0.7050498265879299	0	0	0.8843828942619992	0.341076819436748	GRID2
post-translational protein modification (GO:0043687)	1/357	0.7120327611774552	0.7363278422674996	0	0	0.8086169861202908	0.2746316832696489	VCAN
cellular macromolecule biosynthetic process (GO:0034645)	1/367	0.721991980691204	0.7446723570479956	0	0	0.7861218257794921	0.2560723040016914	IGF2BP3
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/396	0.748993770416054	0.7683078018495928	0	0	0.7273268801191363	0.21021536983348602	EPHA5
positive regulation of transcription, DNA-templated (GO:0045893)	3/1120	0.7501631730006377	0.7683078018495928	0	0	0.7656059249613413	0.22008454900313595	GRIP1;SOX11;POU3F3
protein modification by small protein conjugation (GO:0032446)	1/398	0.7507576236347545	0.7683078018495928	0	0	0.7235886798044154	0.20743291609968634	RNF182
regulation of transcription from RNA polymerase II promoter (GO:0006357)	4/1478	0.7599133917830024	0.7745625320117743	0	0	0.7705667466861497	0.21155972475128537	SCRT2;FOXG1;SOX11;SP8
vesicle-mediated transport (GO:0016192)	1/410	0.7610870945657782	0.7745625320117743	0	0	0.7019272256579894	0.19163138312209416	SYT14
positive regulation of protein phosphorylation (GO:0001934)	1/412	0.7627671635039808	0.7745625320117743	0	0	0.6984399599255761	0.1891392547722847	EPHA5
regulation of intracellular signal transduction (GO:1902531)	1/422	0.7709944227375842	0.7809043767573476	0	0	0.681500628755065	0.17724068942069265	SPHKAP
neutrophil degranulation (GO:0043312)	1/479	0.8127929155929716	0.8211292531887969	0	0	0.598480187053901	0.12405232576530881	PTX3
neutrophil activation involved in immune response (GO:0002283)	1/483	0.8154259436749323	0.8216824087159165	0	0	0.5933915059799854	0.12107837519869798	PTX3
neutrophil mediated immunity (GO:0002446)	1/487	0.8180224675893886	0.8221960516077017	0	0	0.5883865892035827	0.11818655246884142	PTX3
