Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NFAT involvement in hypertrophy of the heart	4/69	0.15989629658075893	0.6992647899764175	0	0	1.9590926371815993	3.5914670431257276	CAMK2B;FGF2;CAMK1G;AGT
G alpha q pathway	4/70	0.165786519794024	0.7052267801815348	0	0	1.9293095701662424	3.4670741432221526	RGS4;PRKCG;PLD5;ADRA1D
Activation of TRKA receptors	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	ADCYAP1
Pregnenolone biosynthesis	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	STAR
Small leucine-rich proteoglycan (SLRP) molecules	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	BGN
FGFR2b ligand binding and activation	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	FGF1
Neurotransmitter clearance in the synaptic cleft	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	ACHE
PDGF genes and receptors	1/6	0.16987704158273126	0.7052267801815348	0	0	6.355409836065574	11.266110376866632	PDGFA
Signaling by PDGF	6/122	0.17034463289409055	0.7052267801815348	0	0	1.6477343972641778	2.916377246862903	PRKCG;PDGFA;PLAT;ADCY2;THBS2;THBS4
Actions of nitric oxide in the heart	3/47	0.17286849496108161	0.7109359958333225	0	0	2.169370514354067	3.8077314482677966	CAMK2B;CHRM1;FLT1
TSH regulation of gene expression	5/97	0.17548042172555695	0.7169298808655977	0	0	1.7306105610561056	3.011656608317097	S100A4;CKB;CXCL14;GFRA2;AGT
PIP2 hydrolysis	2/25	0.17682801419201954	0.7177137046617263	0	0	2.7651888341543516	4.79090448274368	DAGLA;DGKB
Chondroitin sulfate/dermatan sulfate metabolism	3/48	0.18050137664747778	0.7215230802566065	0	0	2.1210526315789475	3.6312778967164667	BCAN;BGN;CSPG4
Wnt signaling pathway and pluripotency	5/98	0.1806312714418675	0.7215230802566065	0	0	1.7119131267965506	2.929592653989024	WNT10B;PPP2R2C;FZD9;FZD10;WNT1
Integration of energy metabolism	6/125	0.1838984118116965	0.7215230802566065	0	0	1.6059448572817556	2.719461707275638	PCSK1;KCNC2;ABCC8;FFAR4;ADCY2;ADRA2C
Carbohydrate metabolism	10/235	0.18393117170288342	0.7215230802566065	0	0	1.4171935662784247	2.399583158844284	BCAN;CHST6;HPSE2;PHKG1;HAS1;BGN;CSPG4;PRELP;SLC2A5;HS3ST2
Segmentation clock	2/26	0.18791302294801726	0.7215230802566065	0	0	2.6498357963875203	4.429932066141334	WIF1;WNT1
Fibroblast growth factor 1	2/26	0.18791302294801726	0.7215230802566065	0	0	2.6498357963875203	4.429932066141334	PDGFA;PLAT
Glycosaminoglycan biosynthesis: heparan sulfate	2/26	0.18791302294801726	0.7215230802566065	0	0	2.6498357963875203	4.429932066141334	EXTL1;HS3ST2
Amino acid and oligopeptide SLC transporters	3/49	0.18822341224085387	0.7215230802566065	0	0	2.0748355263157894	3.465236050109927	SLC15A2;SLC32A1;SLC1A2
Muscle contraction	3/49	0.18822341224085387	0.7215230802566065	0	0	2.0748355263157894	3.465236050109927	LMOD1;MYH11;MYL9
Acetylcholine biosynthesis	1/7	0.19524487298797827	0.7242157189760597	0	0	5.295901639344263	8.650859296148559	ACHE
Spermatogenesis regulation by CREM	1/7	0.19524487298797827	0.7242157189760597	0	0	5.295901639344263	8.650859296148559	KIF17
FGFR3b ligand binding and activation	1/7	0.19524487298797827	0.7242157189760597	0	0	5.295901639344263	8.650859296148559	FGF1
Neurofascin interactions	1/7	0.19524487298797827	0.7242157189760597	0	0	5.295901639344263	8.650859296148559	CNTNAP1
NrCAM interactions	1/7	0.19524487298797827	0.7242157189760597	0	0	5.295901639344263	8.650859296148559	CNTN2
Pancreatic secretion	5/101	0.1964111640945205	0.7242157189760597	0	0	1.65815800330033	2.6987268354971805	PRKCG;ATP1A3;ADCY2;ATP1A2;PRSS3
Pathways in cancer	13/325	0.1970893019435654	0.7242157189760597	0	0	1.3292224080267558	2.1587879111517205	PRKCG;WNT10B;ARNT2;FLT3;HHIP;FZD9;PDGFA;FZD10;FGF1;FGF2;CTNNA3;WNT1;RXRG
Type I interferon (interferon-alpha/beta) pathway	3/51	0.20391143156492947	0.7448764647165953	0	0	1.9881784539473684	3.161341996540165	PTPRT;PTPRR;PTPRN
G alpha (12/13) signaling events	4/77	0.20899527018189973	0.7513827045281184	0	0	1.7436753853444968	2.729625573566894	MCF2;RASGRF1;ADRA1D;NGEF
Multi-step regulation of transcription by PITX2	2/28	0.21034282506006063	0.7513827045281184	0	0	2.4457496526462044	3.8129642567027218	WIF1;WNT1
Thyroxine biosynthesis	1/8	0.21983871571990762	0.7513827045281184	0	0	4.539110070257611	6.876121327842899	DIO2
Dissolution of fibrin clot	1/8	0.21983871571990762	0.7513827045281184	0	0	4.539110070257611	6.876121327842899	PLAT
Transcription factor regulation of microRNAs related to cardiac hypertrophy	1/8	0.21983871571990762	0.7513827045281184	0	0	4.539110070257611	6.876121327842899	RASGRF1
Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors	1/8	0.21983871571990762	0.7513827045281184	0	0	4.539110070257611	6.876121327842899	LPAR3
Oxygen/carbon dioxide exchange in erythrocytes	1/8	0.21983871571990762	0.7513827045281184	0	0	4.539110070257611	6.876121327842899	CA4
Amine compound SLC transporters	2/29	0.22165664922192244	0.7513827045281184	0	0	2.3550446998722863	3.5481709153894	SLC14A1;SLC6A7
Reelin signaling pathway	2/29	0.22165664922192244	0.7513827045281184	0	0	2.3550446998722863	3.5481709153894	GRIN2A;MAPK8IP1
Sema4D in semaphorin signaling	2/29	0.22165664922192244	0.7513827045281184	0	0	2.3550446998722863	3.5481709153894	MYH11;MYL9
Integrin beta-2 pathway	2/29	0.22165664922192244	0.7513827045281184	0	0	2.3550446998722863	3.5481709153894	PLAT;THY1
Cell adhesion molecules (CAMs)	6/133	0.22195970297139916	0.7513827045281184	0	0	1.5041582612090845	2.2641484095042657	CLDN10;MAG;CNTNAP1;HLA-DPB1;CNTN2;CD34
Tight junction	6/133	0.22195970297139916	0.7513827045281184	0	0	1.5041582612090845	2.2641484095042657	PRKCG;CLDN10;PPP2R2C;MYH11;CTNNA3;MYL9
Activation of kainate receptors upon glutamate binding	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	GRIK4;GRIK1
Retinoic acid receptor-mediated signaling	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	PRKCG;RXRG
Butanoate metabolism	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	BDH1;GAD2
CDC42 activity regulation	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	MCF2;NGEF
Signaling by FGFR1 mutants	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	FGF1;FGF2
Gap junction trafficking and regulation	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	GJC2;GJB1
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	WIF1;WNT1
O-glycan biosynthesis	2/30	0.2330172110066186	0.7513827045281184	0	0	2.270818672296505	3.3077720350788304	GALNT15;GALNT9
Signaling by NGF	9/221	0.23578435501663114	0.7513827045281184	0	0	1.3523553563593054	1.9539339237008375	PRKCG;ADCYAP1;MAG;MCF2;RASGRF1;OMG;ADCY2;NGEF;MAPK13
Adrenergic pathway	6/137	0.2418994358361841	0.7513827045281184	0	0	1.4579269446722605	2.0691383137052655	RGS4;PRKCG;KCNJ9;ADCY2;PDE8B;MAPK13
Alpha defensins	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	PRSS3
Calcium-activated potassium channels	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	KCNN1
Calcium/calmodulin-dependent protein kinase activation	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	CAMK1G
Type I hemidesmosome assembly	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	ITGB4
Inhibition of matrix metalloproteinases	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	TIMP4
Ketone body biosynthesis and degradation	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	BDH1
MAP kinase pathway regulation through dual specificity phosphatases	1/9	0.24368214672037233	0.7513827045281184	0	0	3.9715163934426227	5.607346585353936	DUSP8
Transport of vitamins, nucleosides, and related molecules	2/31	0.2444111212796778	0.7513827045281184	0	0	2.192401336277674	3.0888820219843725	SLCO4A1;SLCO2B1
Keratan sulfate/keratin metabolism	2/31	0.2444111212796778	0.7513827045281184	0	0	2.192401336277674	3.0888820219843725	CHST6;PRELP
Keratinocyte differentiation	3/57	0.25251868180578996	0.7724832581349534	0	0	1.7667214912280702	2.4314858673903386	PRKCG;PLAT;MAPK13
Sphingolipid de novo biosynthesis	2/32	0.25582576287580727	0.778763719342531	0	0	2.1192118226600987	2.8890339119823056	DEGS2;CERS1
Oocyte meiosis	5/113	0.2636170526602651	0.7790466802438907	0	0	1.473001466813348	1.9638906759189751	CAMK2B;CPEB1;CAMK2A;PGR;ADCY2
Reduction of cytosolic calcium levels	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	SLC8A2
Calcitonin-like ligand receptors	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	RAMP3
Cdc25 and Chk1 regulatory pathway in response to DNA damage	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	RASGRF1
DCC role in regulating apoptosis	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	UNC5A
Taurine and hypotaurine metabolism	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	GAD2
Ganglio sphingolipid metabolism	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	ST8SIA5
Netrin mediated repulsion signals	1/10	0.2667980260620489	0.7790466802438907	0	0	3.530054644808743	4.664131873466129	UNC5A
Glucagon-type ligand receptors	2/33	0.26724925598197424	0.7790466802438907	0	0	2.0507442131468827	2.706107745726628	ADCYAP1;VIPR2
Progesterone-mediated oocyte maturation	4/86	0.26846375132398165	0.7790466802438907	0	0	1.5515731104592758	2.0403797389177036	CPEB1;PGR;ADCY2;MAPK13
FGF signaling pathway	3/61	0.2857811981832624	0.7946835843721864	0	0	1.64453833938294	2.059831636519341	CAMK2A;FGF1;FGF2
Passive transport by aquaporins	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	AQP4
BTG family proteins and cell cycle regulation	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	FGF1
Bone mineralization regulation	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	ALPL
Signaling by VEGF	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	FLT1
Stress fiber formation mediated by Rho-selective guanine exchange factor AKAP13	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	LPAR3
Down syndrome cell adhesion molecule (DSCAM) interactions	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	MAPK13
Erythropoietin-mediated neuroprotection through NF-kB	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	GRIN1
p38 gamma/delta MAPK pathway	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	MAPK13
Folate biosynthesis	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	ALPL
Integrin beta-4 pathway	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	ITGB4
Keratan sulfate degradation	1/11	0.2892085186282031	0.7946835843721864	0	0	3.1768852459016395	3.9412671330986053	PRELP
Gap junction pathway	4/90	0.2958181538046397	0.8092646410250276	0	0	1.4791004176085207	1.8015596302047372	PRKCG;PDGFA;ADCY2;TUBB4A
Glycogen metabolism	2/36	0.3014644202594079	0.8139539347004013	0	0	1.8695064232589587	2.2417312819953055	PHKG1;PPP2R2C
Ion transport by P-type ATPases	2/36	0.3014644202594079	0.8139539347004013	0	0	1.8695064232589587	2.2417312819953055	ATP1A3;ATP1A2
PI3K/PLC/TRK pathway	2/36	0.3014644202594079	0.8139539347004013	0	0	1.8695064232589587	2.2417312819953055	CAMK2A;AGAP2
G alpha s pathway	5/120	0.3049877361986092	0.8182296764530224	0	0	1.3828382838283828	1.6420979388851555	RGS4;PHKG1;ADCY2;PDE8B;MAPK13
Peptide hormone biosynthesis	1/12	0.3109351150719592	0.8182296764530224	0	0	2.8879284649776453	3.3735943457575166	PCSK1
Alanine and aspartate metabolism	1/12	0.3109351150719592	0.8182296764530224	0	0	2.8879284649776453	3.3735943457575166	GAD2
Beta-arrestins in GPCR desensitization	1/12	0.3109351150719592	0.8182296764530224	0	0	2.8879284649776453	3.3735943457575166	KCNA1
Validated nuclear estrogen receptor alpha network	3/64	0.31095362905461077	0.8182296764530224	0	0	1.563416738567731	1.8262450413427596	PDIA2;GREB1;PGR
MAPK cascade role in angiogenesis	3/64	0.31095362905461077	0.8182296764530224	0	0	1.563416738567731	1.8262450413427596	TEK;FGF1;TIMP4
FRA pathway	2/37	0.3128181363896174	0.8196627118057065	0	0	1.815998123387286	2.110431875957039	ITGB4;MGP
Striated muscle contraction	2/38	0.3241312510534379	0.8286175516916344	0	0	1.7654625068418173	1.9889819759765561	ACTC1;MYL9
EGFR interaction with phospholipase C-gamma	2/38	0.3241312510534379	0.8286175516916344	0	0	1.7654625068418173	1.9889819759765561	PRKCG;ADCY2
Nuclear receptors	2/38	0.3241312510534379	0.8286175516916344	0	0	1.7654625068418173	1.9889819759765561	PGR;RXRG
Semaphorin interactions	3/66	0.3277752691292869	0.8286175516916344	0	0	1.5136278195488722	1.688341429477138	PLXNB3;MYH11;MYL9
p75 neurotrophin receptor-mediated signaling	5/124	0.32905359634696785	0.8286175516916344	0	0	1.3360789860498654	1.4850980676290964	MAG;MCF2;RASGRF1;OMG;NGEF
Adenylate cyclase inhibitory pathway	1/13	0.331998652444818	0.8286175516916344	0	0	2.6471311475409838	2.918791311151541	ADCY2
Angiotensin-converting enzyme 2 regulation of heart function	1/13	0.331998652444818	0.8286175516916344	0	0	2.6471311475409838	2.918791311151541	AGT
T helper cell surface molecules	1/13	0.331998652444818	0.8286175516916344	0	0	2.6471311475409838	2.918791311151541	THY1
Cytosolic sulfonation of small molecules	1/13	0.331998652444818	0.8286175516916344	0	0	2.6471311475409838	2.918791311151541	SULT4A1
Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation	1/13	0.331998652444818	0.8286175516916344	0	0	2.6471311475409838	2.918791311151541	PCSK1
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	2/39	0.3353956574295573	0.8286175516916344	0	0	1.7176585452447521	1.876446419554554	CAMK2B;AGT
FRS2-mediated cascade	2/39	0.3353956574295573	0.8286175516916344	0	0	1.7176585452447521	1.876446419554554	FGF1;FGF2
SIDS susceptibility pathways	3/67	0.33618554674265483	0.8286175516916344	0	0	1.4899002878289473	1.624128457549148	ADCYAP1;VIPR2;NKX2-2
Negative regulation of FGFR signaling	2/40	0.34660378025492494	0.8286175516916344	0	0	1.67237058162648	1.7719987060595848	FGF1;FGF2
Platelet amyloid precursor protein pathway	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	PLAT
Adhesion and diapedesis of lymphocytes	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	CD34
Visual signal transduction	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	SLC25A18
Glycogen breakdown (glycogenolysis)	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	PHKG1
Glycosphingolipid biosynthesis: globo series	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	GBGT1
Hyaluronan metabolism	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	HAS1
Osteoblast signaling	1/14	0.3524193339778382	0.8286175516916344	0	0	2.443379571248424	2.548282463527549	PTH1R
Alpha-M beta-2 integrin signaling	2/41	0.3577485511079259	0.8286175516916344	0	0	1.6294050776809397	1.6749060687518849	PLAT;THY1
Tyrosine metabolism	2/41	0.3577485511079259	0.8286175516916344	0	0	1.6294050776809397	1.6749060687518849	ALDH1A3;ALDH3B1
Hedgehog signaling pathway	3/70	0.3613673874672624	0.8286175516916344	0	0	1.422967399842891	1.44838180298581	WNT10B;HHIP;WNT1
VEGF, hypoxia, and angiogenesis	2/42	0.3688233844564079	0.8286175516916344	0	0	1.5885878489326766	1.5845169058032744	CAMK2B;FLT1
Netrin-1 signaling	2/42	0.3688233844564079	0.8286175516916344	0	0	1.5885878489326766	1.5845169058032744	UNC5A;AGAP2
Viral myocarditis	3/71	0.36973272380027733	0.8286175516916344	0	0	1.401968846749226	1.394923816581014	SGCD;HLA-DPB1;MYH11
Melanoma	3/71	0.36973272380027733	0.8286175516916344	0	0	1.401968846749226	1.394923816581014	PDGFA;FGF1;FGF2
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	3/71	0.36973272380027733	0.8286175516916344	0	0	1.401968846749226	1.394923816581014	PRKCG;CAPN3;CRYAB
Calcium signaling by HBx of hepatitis B virus	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	CAMK2B
Stress induction of HSP regulation	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	HSPB2
Erythrocyte differentiation pathway	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	FLT3
Fibrinolysis pathway	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	PLAT
Glycosaminoglycan biosynthesis: keratan sulfate	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	CHST6
Glycosphingolipid biosynthesis: ganglio series	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	ST8SIA5
Interleukin-17 signaling pathway	1/15	0.3722167482503664	0.8286175516916344	0	0	2.268735362997658	2.2421433746935917	CD34
GnRH signaling pathway	4/101	0.372239231844631	0.8286175516916344	0	0	1.3106200852596002	1.2951790606627471	CAMK2B;CAMK2A;ADCY2;MAPK13
Sphingolipid metabolism	3/72	0.3780779239670006	0.8286175516916344	0	0	1.381578947368421	1.3437996110192865	UGT8;DEGS2;CERS1
Beta-3 integrin cell surface interactions	2/43	0.3798221549707995	0.8286175516916344	0	0	1.549761704513597	1.5002501485679505	THY1;EDIL3
Adipogenesis	5/133	0.3836955757702194	0.8286175516916344	0	0	1.2415557962046204	1.1892935133991829	GDF10;WNT10B;WNT1;RXRG;AGT
Vasopressin-regulated water reabsorption	2/44	0.3907391754805581	0.8286175516916344	0	0	1.5127844241144734	1.421586233213881	CREB3L1;AQP4
G-protein-mediated events	2/44	0.3907391754805581	0.8286175516916344	0	0	1.5127844241144734	1.421586233213881	PRKCG;ADCY2
NCAM1 interactions	2/44	0.3907391754805581	0.8286175516916344	0	0	1.5127844241144734	1.421586233213881	CNTN2;GFRA2
Amine-derived hormones	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	DIO2
Rap1 signaling	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	RAP1GAP2
Rb tumor suppressor/checkpoint signaling in response to DNA damage	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	RASGRF1
Serotonin receptor 2 and ELK-SRF/GATA4 signaling	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	RASGRF1
Cell-extracellular matrix interactions	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	FLNC
Ghrelin biosynthesis, secretion, and deacylation	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	PCSK1
LPA4-mediated signaling events	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	ADCY2
Other semaphorin interactions	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	PLXNB3
PI3K subunit p85 role in regulation of actin organization and cell migration	1/16	0.39140988802727883	0.8286175516916344	0	0	2.1173770491803277	1.986099589789913	PDGFA
Seven transmembrane receptor signaling through beta-arrestin	3/74	0.3946947775904844	0.8286175516916344	0	0	1.34252223869533	1.2480657675277582	ACTC1;PDE8B;MAPK13
Integrins in angiogenesis	3/74	0.3946947775904844	0.8286175516916344	0	0	1.34252223869533	1.2480657675277582	COL16A1;FGF2;EDIL3
Fibroblast growth factor receptor pathway	4/105	0.4000150074829245	0.8286175516916344	0	0	1.2584533576916177	1.153061933491259	PRKCG;FGF1;FGF2;MAPK13
Amino sugar and nucleotide sugar metabolism	2/45	0.4015691761199163	0.8286175516916344	0	0	1.4775270172222859	1.3480594012199472	UAP1L1;RENBP
Signaling by FGFR mutants	2/45	0.4015691761199163	0.8286175516916344	0	0	1.4775270172222859	1.3480594012199472	FGF1;FGF2
HNF3B pathway	2/45	0.4015691761199163	0.8286175516916344	0	0	1.4775270172222859	1.3480594012199472	BDH1;ABCC8
Integrin-linked kinase signaling	2/45	0.4015691761199163	0.8286175516916344	0	0	1.4775270172222859	1.3480594012199472	PPP1R14A;MYL9
Glycolysis and gluconeogenesis	3/75	0.402960163116855	0.8286175516916344	0	0	1.3238075657894737	1.203231959483047	ALDH1A3;ALDH3B1;SLC2A5
Axon guidance	11/325	0.40778685661431674	0.8286175516916344	0	0	1.1137208067940552	0.9990194263141201	NTNG1;CNTNAP1;UNC5A;AGAP2;PLXNB3;CNTN2;MYH11;MYL9;GFRA2;NGEF;SCN2B
ACE inhibitor pathway	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	AGT
Post-chaperonin tubulin folding pathway	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	TUBB4A
Renin-angiotensin system	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	AGT
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	KCNA1
Cell to cell adhesion signaling	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	CTNNA3
Sulfation biotransformation reaction	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	SULT4A1
Synaptic proteins at the synaptic junction	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	GRIN1
Integrin beta-5 pathway	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	EDIL3
NO2-dependent IL-12 pathway in NK cells	1/17	0.410017168034572	0.8286175516916344	0	0	1.9849385245901638	1.7696843413215289	IL12RB2
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling	2/46	0.41230728417506446	0.8286175516916344	0	0	1.4438722197342888	1.2792511099595965	ITGB4;RXRG
RhoA activity regulation	2/46	0.41230728417506446	0.8286175516916344	0	0	1.4438722197342888	1.2792511099595965	MCF2;NGEF
ABC transporters	2/47	0.4229490047271148	0.8359016917705728	0	0	1.4117131910235359	1.2147843725515264	ABCC8;ABCC12
Delta Np63 pathway	2/47	0.4229490047271148	0.8359016917705728	0	0	1.4117131910235359	1.2147843725515264	RRAD;AXL
Phosphatidylcholine biosynthesis	1/18	0.4280564430086509	0.8359016917705728	0	0	1.8680810028929604	1.5850671342860754	ACHE
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.4280564430086509	0.8359016917705728	0	0	1.8680810028929604	1.5850671342860754	HTR6
Sodium/chloride-dependent neurotransmitter transporters	1/18	0.4280564430086509	0.8359016917705728	0	0	1.8680810028929604	1.5850671342860754	SLC6A7
Tie2 signaling	1/18	0.4280564430086509	0.8359016917705728	0	0	1.8680810028929604	1.5850671342860754	TEK
PKA activation in glucagon signaling	1/18	0.4280564430086509	0.8359016917705728	0	0	1.8680810028929604	1.5850671342860754	ADCY2
Presenilin action in Notch and Wnt signaling	2/48	0.4334902023867324	0.8359016917705728	0	0	1.380952380952381	1.154318878182277	WIF1;WNT1
Intestinal immune network for IgA production	2/48	0.4334902023867324	0.8359016917705728	0	0	1.380952380952381	1.154318878182277	HLA-DPB1;CCR10
Metapathway biotransformation	6/174	0.4403190825202554	0.8359016917705728	0	0	1.1346517119244393	0.9307044517829179	CHST6;KCNAB1;NAT8L;SULT4A1;GSTM5;HS3ST2
Opioid signaling	3/80	0.4437419153695413	0.8359016917705728	0	0	1.2375256322624744	1.0055046211143506	PRKCG;PPP1R1B;ADCY2
Angiopoietin receptor Tie2-mediated signaling	2/49	0.44392708325805136	0.8359016917705728	0	0	1.3515005415225518	1.0975467740625564	TEK;FGF2
G alpha 12 pathway	2/49	0.44392708325805136	0.8359016917705728	0	0	1.3515005415225518	1.0975467740625564	PLD5;MAPK13
Platelet calcium homeostasis	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	SLC8A2
Signaling by NODAL	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	GDF1
Calcineurin in effects in keratinocyte differentiation	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	CAMK2B
Cell cycle progression regulation by PLK3	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	RASGRF1
Class C GPCRs (metabotropic glutamate and pheromone receptors)	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	GABBR2
G-protein-independent seven transmembrane receptor signaling	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	MAPK13
Glycosaminoglycan degradation	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	HPSE2
IGF-1 receptor and longevity	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	SOD3
MAL role in Rho-mediated activation of SRF	1/19	0.445545024116038	0.8359016917705728	0	0	1.764207650273224	1.4262859765852216	MAL
Aquaporin-mediated transport	2/50	0.4542561784160397	0.8483486976244061	0	0	1.3232758620689655	1.0441890039903055	AQP4;ADCY2
Acute myocardial infarction	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	PLAT
Urea cycle and metabolism of amino groups	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	CKB
Gene expression regulation in pancreatic beta cells	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	NKX2-2
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) degradation	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	HPSE2
Interleukin-3 regulation of hematopoietic cells	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	MATK
