Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
IRS-mediated signalling Homo sapiens R-HSA-112399	17/284	0.00667288873862363	0.043839327178166874	0	0	2.049672757537926	10.268250570707464	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by FGFR4 Homo sapiens R-HSA-5654743	19/332	0.0068575416634925335	0.044028534544014564	0	0	1.9560271133753562	9.745721733553221	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687	19/332	0.0068575416634925335	0.044028534544014564	0	0	1.9560271133753562	9.745721733553221	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by FGFR3 Homo sapiens R-HSA-5654741	19/333	0.007072399060158754	0.044897814258311186	0	0	1.9496955155792735	9.654025606229077	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Insulin receptor signalling cascade Homo sapiens R-HSA-74751	17/287	0.007379003024914516	0.045362523244902433	0	0	2.0265806210250656	9.948720853600399	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782	4/26	0.0075548577291111845	0.045362523244902433	0	0	5.801108282162648	28.341688769788114	BCAN;BGN;PRELP;CSPG4
Ligand-gated ion channel transport Homo sapiens R-HSA-975298	4/26	0.0075548577291111845	0.045362523244902433	0	0	5.801108282162648	28.341688769788114	GABRA2;GABRA1;GABRA5;GABRG2
IGF1R signaling cascade Homo sapiens R-HSA-2428924	17/288	0.0076273269172844795	0.045362523244902433	0	0	2.018996856635233	9.844664678861973	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192	17/288	0.0076273269172844795	0.045362523244902433	0	0	2.018996856635233	9.844664678861973	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928	17/288	0.0076273269172844795	0.045362523244902433	0	0	2.018996856635233	9.844664678861973	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by FGFR1 Homo sapiens R-HSA-5654736	19/336	0.007750010504925219	0.045612040992528635	0	0	1.930940404126524	9.384488306172031	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	17/289	0.007882334984189648	0.04591256975326959	0	0	2.011468855218855	9.741807371836233	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
CS/DS degradation Homo sapiens R-HSA-2024101	3/14	0.008030070673908006	0.04629581561997983	0	0	8.692284688995215	41.93646596760164	BCAN;BGN;CSPG4
Downstream signal transduction Homo sapiens R-HSA-186763	19/341	0.008995512631497681	0.051338026634304944	0	0	1.900458494208494	8.953115882431065	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
DAP12 signaling Homo sapiens R-HSA-2424491	19/344	0.009817014526826562	0.05546613207657008	0	0	1.8826195426195427	8.70455167570103	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Transport of inorganic cations/anions and amino acids/oligopeptides Homo sapiens R-HSA-425393	8/99	0.010899699821446906	0.06097356830809407	0	0	2.8134783955679477	12.714165221976854	SLC24A2;SLC24A4;SLC15A2;SLC12A5;SLC32A1;SLC12A1;SLC1A2;SLC8A2
FGFR1b ligand binding and activation Homo sapiens R-HSA-190370	2/6	0.012880323750761109	0.07134689136451006	0	0	15.91543513957307	69.26483988826534	FGF1;FGF2
Signaling by EGFR Homo sapiens R-HSA-177929	19/355	0.013357034219166472	0.07326916828960249	0	0	1.8199354488416988	7.854317483466012	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Adherens junctions interactions Homo sapiens R-HSA-418990	4/31	0.014106118435630297	0.07663420111664536	0	0	4.7256086399414245	20.136511397483094	CDH13;CDH9;CDH8;CDH18
Class B/2 (Secretin family receptors) Homo sapiens R-HSA-373080	7/84	0.014323085017893313	0.0770718384296164	0	0	2.9066827212522575	12.34143389927823	ADCYAP1;WNT10B;RAMP3;FZD9;FZD10;PTH1R;WNT1
G alpha (q) signalling events Homo sapiens R-HSA-416476	12/191	0.014644636860170323	0.07805867760373804	0	0	2.149951968364406	9.080711484313753	HRH1;CHRM1;DAGLA;CCKBR;DGKB;LPAR3;ADRA1D;CCK;GPR4;TAC1;AGT;NTSR2
DAP12 interactions Homo sapiens R-HSA-2172127	19/359	0.014869612724936872	0.07851711392139563	0	0	1.7981468600953896	7.567385193345808	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by Insulin receptor Homo sapiens R-HSA-74752	17/311	0.015447642724311718	0.0808140568447789	0	0	1.8588091802377518	7.7517898085694386	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Signaling by FGFR2 Homo sapiens R-HSA-5654738	19/361	0.015674742948795138	0.08124981436760782	0	0	1.7874436936936937	7.428087964749288	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Cell junction organization Homo sapiens R-HSA-446728	7/86	0.01613747635677117	0.08288794674159737	0	0	2.8328024142845165	11.689873569396907	CLDN10;ITGB4;CDH13;FLNC;CDH9;CDH8;CDH18
Serotonin Neurotransmitter Release Cycle Homo sapiens R-HSA-181429	3/18	0.016444833920712155	0.0837056861729943	0	0	6.373026315789474	26.17875996345435	RIMS1;SYT1;SYN2
Cation-coupled Chloride cotransporters Homo sapiens R-HSA-426117	2/7	0.017670141162513343	0.08913955140017892	0	0	12.731691297208538	51.383565590016055	SLC12A5;SLC12A1
Signaling by FGFR Homo sapiens R-HSA-190236	19/366	0.01783725893536414	0.0891862946768207	0	0	1.7612255627385311	7.091514513396274	PRKCG;CAMK2B;RASGRF1;CAMK2A;PDGFA;ADCY2;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Defective B3GALT6 causes EDSP2 and SEMDJL1 Homo sapiens R-HSA-4420332	3/19	0.01909345340919067	0.09299828600166145	0	0	5.974403782894737	23.64913822126128	BCAN;BGN;CSPG4
Defective B4GALT7 causes EDS, progeroid type Homo sapiens R-HSA-3560783	3/19	0.01909345340919067	0.09299828600166145	0	0	5.974403782894737	23.64913822126128	BCAN;BGN;CSPG4
Defective B3GAT3 causes JDSSDHD Homo sapiens R-HSA-3560801	3/19	0.01909345340919067	0.09299828600166145	0	0	5.974403782894737	23.64913822126128	BCAN;BGN;CSPG4
EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663	4/34	0.019356114790295063	0.0934718363804847	0	0	4.252388797364086	16.77459752426414	EPHA10;MYH11;MYL9;NGEF
Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870	3/20	0.021963599994812857	0.10516469489041749	0	0	5.622678018575852	21.4694579901357	BCAN;BGN;CSPG4
Signaling by SCF-KIT Homo sapiens R-HSA-1433557	17/325	0.022631564362294153	0.10745238541761509	0	0	1.7730169661987845	6.716914662228464	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;GFRA2;FGF2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
ABC transporter disorders Homo sapiens R-HSA-5619084	2/8	0.023088047746883812	0.10780782625611036	0	0	10.60919540229885	39.980118538246266	ABCC8;SFTPC
Axonal growth inhibition (RHOA activation) Homo sapiens R-HSA-193634	2/8	0.023088047746883812	0.10780782625611036	0	0	10.60919540229885	39.980118538246266	MAG;OMG
Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091	5/54	0.024204762043714797	0.11209582421884312	0	0	3.2565501448103995	12.118293568589893	BCAN;HPSE2;BGN;CSPG4;HS3ST2
Defective B3GALTL causes Peters-plus syndrome (PpS) Homo sapiens R-HSA-5083635	4/37	0.025669852978763823	0.11791436530895578	0	0	3.865208926164445	14.156088093464716	ADAMTS4;SPON1;THBS2;ADAMTS8
O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214	4/38	0.028018169343657317	0.12766343289650312	0	0	3.7513324934586683	13.41064631159495	ADAMTS4;SPON1;THBS2;ADAMTS8
Adrenoceptors Homo sapiens R-HSA-390696	2/9	0.029091325938283136	0.13044919964388868	0	0	9.093126905934788	32.165256265051106	ADRA1D;ADRA2C
p75NTR regulates axonogenesis Homo sapiens R-HSA-193697	2/9	0.029091325938283136	0.13044919964388868	0	0	9.093126905934788	32.165256265051106	MAG;OMG
G alpha (s) signalling events Homo sapiens R-HSA-418555	9/142	0.0304317978717382	0.13538555746088254	0	0	2.164514275722529	7.559062283941976	ADCYAP1;HTR6;VIPR2;RAMP3;HRH2;GPR83;ADCY2;PTH1R;PDE8B
Dopamine Neurotransmitter Release Cycle Homo sapiens R-HSA-212676	3/23	0.03190300023689973	0.1408218369831902	0	0	4.778536184210527	16.46232103636597	RIMS1;SYT1;SYN2
Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316	8/121	0.03227738106056642	0.14136992480015526	0	0	2.263138584364314	7.770234149748322	BCAN;CHST6;HPSE2;HAS1;BGN;CSPG4;PRELP;HS3ST2
Signaling by Interleukins Homo sapiens R-HSA-449147	19/392	0.03303007566940772	0.14355379040934893	0	0	1.6362220128976162	5.580068059538695	CAMK2B;FLT3;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;FGF2;GFRA2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK;IL12RB2
Stimuli-sensing channels Homo sapiens R-HSA-2672351	7/100	0.03356892364734693	0.14478199893703064	0	0	2.404614398632771	8.161632857478052	RYR1;UNC80;TRPM2;TTYH1;SGK2;BEST1;ANO3
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366	7/101	0.03515952051231345	0.14704712326994876	0	0	2.3789101028603636	7.964257604815786	SLC14A1;SLC6A7;HEPH;SLC5A11;EMB;SLC2A5;SLC2A6
Activation of Ca-permeable Kainate Receptor Homo sapiens R-HSA-451308	2/10	0.035639274610217556	0.14704712326994876	0	0	7.956075533661741	26.527998581789173	GRIK4;GRIK1
Ionotropic activity of Kainate Receptors Homo sapiens R-HSA-451306	2/10	0.035639274610217556	0.14704712326994876	0	0	7.956075533661741	26.527998581789173	GRIK4;GRIK1
FGFR2b ligand binding and activation Homo sapiens R-HSA-190377	2/10	0.035639274610217556	0.14704712326994876	0	0	7.956075533661741	26.527998581789173	FGF1;FGF2
Glutamate Neurotransmitter Release Cycle Homo sapiens R-HSA-210500	3/24	0.03565567413802297	0.14704712326994876	0	0	4.5507518796992485	15.171510421922674	RIMS1;SYT1;SLC1A2
Insulin processing Homo sapiens R-HSA-264876	3/24	0.03565567413802297	0.14704712326994876	0	0	4.5507518796992485	15.171510421922674	PCSK2;PCSK1;KIF5A
Peptide hormone metabolism Homo sapiens R-HSA-2980736	6/81	0.03748273796185981	0.15346193440906372	0	0	2.553917355371901	8.386744775640548	PCSK2;ACHE;PCSK1;KIF5A;FFAR4;AGT
Cell-cell junction organization Homo sapiens R-HSA-421270	5/61	0.038358236856473896	0.15591657427271763	0	0	2.8484500235737857	9.288185938907441	CLDN10;CDH13;CDH9;CDH8;CDH18
Transport of organic anions Homo sapiens R-HSA-879518	2/11	0.04269312608638467	0.1698705368930094	0	0	7.071702244116037	22.30215008456845	SLCO4A1;SLCO2B1
FGFR1c ligand binding and activation Homo sapiens R-HSA-190373	2/11	0.04269312608638467	0.1698705368930094	0	0	7.071702244116037	22.30215008456845	FGF1;FGF2
Signaling by activated point mutants of FGFR1 Homo sapiens R-HSA-1839122	2/11	0.04269312608638467	0.1698705368930094	0	0	7.071702244116037	22.30215008456845	FGF1;FGF2
A tetrasaccharide linker sequence is required for GAG synthesis Homo sapiens R-HSA-1971475	3/26	0.04380795424570564	0.17188537603349782	0	0	4.154605263157895	12.99535546462681	BCAN;BGN;CSPG4
Phase 2 - plateau phase Homo sapiens R-HSA-5576893	3/26	0.04380795424570564	0.17188537603349782	0	0	4.154605263157895	12.99535546462681	CACNA2D3;CACNG2;CACNG3
Phospholipase C-mediated cascade; FGFR3 Homo sapiens R-HSA-5654227	4/44	0.04472815019358971	0.1742855507543323	0	0	3.187644151565074	9.904495593598472	PRKCG;ADCY2;FGF1;FGF2
Cell-Cell communication Homo sapiens R-HSA-1500931	8/131	0.04792185147556867	0.18545100057326233	0	0	2.0780649597540752	6.313543065654509	CLDN10;ITGB4;CDH13;FLNC;CDH9;CDH8;CDH18;MAPK13
Reversible hydration of carbon dioxide Homo sapiens R-HSA-1475029	2/12	0.05021596631735601	0.18789417860467644	0	0	6.364203612479475	19.038020281770244	CA4;CA7
Serotonin receptors Homo sapiens R-HSA-390666	2/12	0.05021596631735601	0.18789417860467644	0	0	6.364203612479475	19.038020281770244	HTR6;HTR5A
Tandem pore domain potassium channels Homo sapiens R-HSA-1296346	2/12	0.05021596631735601	0.18789417860467644	0	0	6.364203612479475	19.038020281770244	KCNK3;KCNK4
FGFR3 mutant receptor activation Homo sapiens R-HSA-2033514	2/12	0.05021596631735601	0.18789417860467644	0	0	6.364203612479475	19.038020281770244	FGF1;FGF2
Signaling by activated point mutants of FGFR3 Homo sapiens R-HSA-1839130	2/12	0.05021596631735601	0.18789417860467644	0	0	6.364203612479475	19.038020281770244	FGF1;FGF2
G alpha (z) signalling events Homo sapiens R-HSA-418597	4/46	0.051302419120668845	0.18945010982469215	0	0	3.035537773593787	9.015599919627185	RGS4;PRKCG;ADCY2;ADRA2C
Phospholipase C-mediated cascade; FGFR4 Homo sapiens R-HSA-5654228	4/46	0.051302419120668845	0.18945010982469215	0	0	3.035537773593787	9.015599919627185	PRKCG;ADCY2;FGF1;FGF2
Phospholipase C-mediated cascade: FGFR1 Homo sapiens R-HSA-5654219	4/47	0.054776865191259586	0.20096707034455627	0	0	2.964790621049002	8.611196831136466	PRKCG;ADCY2;FGF1;FGF2
Facilitative Na+-independent glucose transporters Homo sapiens R-HSA-428790	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	SLC2A5;SLC2A6
Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels Homo sapiens R-HSA-112308	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	CACNA2D3;CACNG2
FGFR2c ligand binding and activation Homo sapiens R-HSA-190375	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	FGF1;FGF2
FGFR3c ligand binding and activation Homo sapiens R-HSA-190372	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	FGF1;FGF2
FGFR3 ligand binding and activation Homo sapiens R-HSA-190239	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	FGF1;FGF2
Advanced glycosylation endproduct receptor signaling Homo sapiens R-HSA-879415	2/13	0.05817265813119645	0.20542219902578748	0	0	5.785341095685923	16.455476086562257	LGALS3;S100B
Phospholipase C-mediated cascade; FGFR2 Homo sapiens R-HSA-5654221	4/49	0.06209685990025015	0.21791755182385922	0	0	2.8327292696320705	7.8723241976648675	PRKCG;ADCY2;FGF1;FGF2
G alpha (i) signalling events Homo sapiens R-HSA-418594	12/240	0.06555606182209811	0.22863688228077428	0	0	1.6835954661277568	4.5875444269488845	OPRD1;RGS4;GABBR2;HRH3;LPAR3;ADCY2;ADRA2C;HTR5A;SSTR3;CCR10;AGT;APLN
Synthesis of Prostaglandins (PG) and Thromboxanes (TX) Homo sapiens R-HSA-2162123	2/14	0.06652976738998352	0.22920316204476032	0	0	5.302955665024631	14.371570913157099	PTGDS;PTGES
FGFR4 ligand binding and activation Homo sapiens R-HSA-190322	2/14	0.06652976738998352	0.22920316204476032	0	0	5.302955665024631	14.371570913157099	FGF1;FGF2
Peptide ligand-binding receptors Homo sapiens R-HSA-375276	10/193	0.07284846197644547	0.2494507940405557	0	0	1.7462698780720656	4.574133668963433	OPRD1;CCKBR;CCK;GPR37L1;TAC1;SSTR3;CCR10;AGT;NTSR2;APLN
Disorders of transmembrane transporters Homo sapiens R-HSA-5619115	2/15	0.07525549200997454	0.2546069041056025	0	0	4.894783377541998	12.662150627696438	ABCC8;SFTPC
FGFR1 ligand binding and activation Homo sapiens R-HSA-190242	2/15	0.07525549200997454	0.2546069041056025	0	0	4.894783377541998	12.662150627696438	FGF1;FGF2
Sphingolipid de novo biosynthesis Homo sapiens R-HSA-1660661	3/33	0.07876162905546844	0.26331550542212817	0	0	3.184046052631579	8.091709658663317	ALDH3B1;DEGS2;CERS1
Smooth Muscle Contraction Homo sapiens R-HSA-445355	3/33	0.07876162905546844	0.26331550542212817	0	0	3.184046052631579	8.091709658663317	LMOD1;MYH11;MYL9
RHO GTPases activate CIT Homo sapiens R-HSA-5625900	2/16	0.08431959373989317	0.28023864978258617	0	0	4.544921416842599	11.240231553564808	MYH11;MYL9
Acetylcholine Neurotransmitter Release Cycle Homo sapiens R-HSA-264642	2/17	0.09369333250933629	0.3024956163872857	0	0	4.241707717569787	10.04321119164569	RIMS1;SYT1
RHO GTPases Activate ROCKs Homo sapiens R-HSA-5627117	2/17	0.09369333250933629	0.3024956163872857	0	0	4.241707717569787	10.04321119164569	MYH11;MYL9
Synthesis, secretion, and deacylation of Ghrelin Homo sapiens R-HSA-422085	2/17	0.09369333250933629	0.3024956163872857	0	0	4.241707717569787	10.04321119164569	ACHE;PCSK1
Trafficking of GluR2-containing AMPA receptors Homo sapiens R-HSA-416993	2/17	0.09369333250933629	0.3024956163872857	0	0	4.241707717569787	10.04321119164569	PRKCG;GRIA4
Activated point mutants of FGFR2 Homo sapiens R-HSA-2033519	2/17	0.09369333250933629	0.3024956163872857	0	0	4.241707717569787	10.04321119164569	FGF1;FGF2
Extracellular matrix organization Homo sapiens R-HSA-1474244	13/283	0.0951182903692614	0.3053513298785948	0	0	1.5393719806763284	3.621578860649579	TNXB;COL16A1;COL24A1;ITGB4;BGN;PDGFA;ICAM5;FGF2;ADAMTS4;BCAN;EFEMP1;CAPN3;ADAMTS8
Fc epsilon receptor (FCERI) signaling Homo sapiens R-HSA-2454202	17/395	0.09942266841685024	0.31736614494644283	0	0	1.439380578269467	3.3226303422009407	CAMK2B;RASGRF1;CAMK2A;PDGFA;RASAL1;KSR2;GRIN2C;DUSP8;FGF1;FGF2;GFRA2;GRIN1;SPRED3;GRIN2A;RASGEF1A;NEFL;TEK
Norepinephrine Neurotransmitter Release Cycle Homo sapiens R-HSA-181430	2/18	0.10334940341885848	0.32621459738354774	0	0	3.9763957307060753	9.024985873002993	RIMS1;SYT1
SHC-mediated cascade:FGFR3 Homo sapiens R-HSA-5654704	2/18	0.10334940341885848	0.32621459738354774	0	0	3.9763957307060753	9.024985873002993	FGF1;FGF2
Transport of vitamins, nucleosides, and related molecules Homo sapiens R-HSA-425397	3/38	0.10918205231469454	0.34271033087668007	0	0	2.7284774436090227	6.0428642734047076	SLCO4A1;SLCO2B1;APOD
Gap junction assembly Homo sapiens R-HSA-190861	2/19	0.11326187603361151	0.35160967010434346	0	0	3.742296918767507	8.150919737766621	GJB1;GJC2
Signaling by FGFR2 IIIa TM Homo sapiens R-HSA-8851708	2/19	0.11326187603361151	0.35160967010434346	0	0	3.742296918767507	8.150919737766621	FGF1;FGF2
Nuclear signaling by ERBB4 Homo sapiens R-HSA-1251985	3/39	0.11573970704475035	0.3573384397829724	0	0	2.6525493421052633	5.7199879427402776	PGR;S100B;GFAP
O-linked glycosylation Homo sapiens R-HSA-5173105	6/110	0.1207664912805888	0.36964160939985125	0	0	1.8390019071837254	3.8874595516882535	ADAMTS4;SPON1;GALNT15;ADAMTS8;THBS2;GALNT9
Diseases associated with O-glycosylation of proteins Homo sapiens R-HSA-3906995	4/62	0.12103309334331412	0.36964160939985125	0	0	2.1963301709935807	4.637971252680541	ADAMTS4;SPON1;ADAMTS8;THBS2
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) Homo sapiens R-HSA-381771	2/20	0.12340613618247366	0.37087482416541284	0	0	3.534209085933224	7.39453534599256	PCSK1;FFAR4
Syndecan interactions Homo sapiens R-HSA-3000170	2/20	0.12340613618247366	0.37087482416541284	0	0	3.534209085933224	7.39453534599256	ITGB4;FGF2
FGFR2 ligand binding and activation Homo sapiens R-HSA-190241	2/20	0.12340613618247366	0.37087482416541284	0	0	3.534209085933224	7.39453534599256	FGF1;FGF2
RHO GTPases activate PAKs Homo sapiens R-HSA-5627123	2/21	0.13375882993659208	0.39769884143099815	0	0	3.3480252355025493	6.735278871443564	MYH11;MYL9
SHC-mediated cascade:FGFR1 Homo sapiens R-HSA-5654688	2/21	0.13375882993659208	0.39769884143099815	0	0	3.3480252355025493	6.735278871443564	FGF1;FGF2
Signaling by Retinoic Acid Homo sapiens R-HSA-5362517	3/42	0.13625183884203562	0.39769884143099815	0	0	2.4481275303643724	4.879731055376191	SDR16C5;ALDH1A3;RXRG
Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171	3/42	0.13625183884203562	0.39769884143099815	0	0	2.4481275303643724	4.879731055376191	ITGB4;PDGFA;FGF2
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3) Homo sapiens R-HSA-5683678	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	SFTPC
Hyaluronan biosynthesis and export Homo sapiens R-HSA-2142850	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	HAS1
Disinhibition of SNARE formation Homo sapiens R-HSA-114516	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	PRKCG
Tachykinin receptors bind tachykinins Homo sapiens R-HSA-380095	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	TAC1
Muscarinic acetylcholine receptors Homo sapiens R-HSA-390648	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	CHRM1
Free fatty acid receptors Homo sapiens R-HSA-444209	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	FFAR4
NGF-independant TRKA activation Homo sapiens R-HSA-187024	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	ADCYAP1
Arachidonate production from DAG Homo sapiens R-HSA-426048	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	DAGLA
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells Homo sapiens R-HSA-210746	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	NKX2-2
Vitamin B2 (riboflavin) metabolism Homo sapiens R-HSA-196843	1/5	0.14371090528083572	0.39769884143099815	0	0	7.944672131147541	15.412279408776733	SLC52A3
RA biosynthesis pathway Homo sapiens R-HSA-5365859	2/22	0.14429780972275155	0.39769884143099815	0	0	3.1804597701149424	6.156975712341115	ALDH1A3;SDR16C5
Signaling by FGFR3 point mutants in cancer Homo sapiens R-HSA-8853338	2/22	0.14429780972275155	0.39769884143099815	0	0	3.1804597701149424	6.156975712341115	FGF1;FGF2
Signaling by FGFR3 in disease Homo sapiens R-HSA-5655332	2/22	0.14429780972275155	0.39769884143099815	0	0	3.1804597701149424	6.156975712341115	FGF1;FGF2
Kinesins Homo sapiens R-HSA-983189	3/44	0.15056466677329094	0.4129564889655795	0	0	2.3284659820282414	4.408630423259923	KIF19;KIF5A;KIF1A
Incretin synthesis, secretion, and inactivation Homo sapiens R-HSA-400508	2/23	0.15500208270357477	0.42103931118999877	0	0	3.028852920478536	5.646741158291219	PCSK1;FFAR4
SHC-mediated cascade:FGFR4 Homo sapiens R-HSA-5654719	2/23	0.15500208270357477	0.42103931118999877	0	0	3.028852920478536	5.646741158291219	FGF1;FGF2
EPH-Ephrin signaling Homo sapiens R-HSA-2682334	5/95	0.16535230967689707	0.446220214282519	0	0	1.7692519251925192	3.18408176916592	EPHA10;MYH11;MYL9;NGEF;GRIN1
Sema4D induced cell migration and growth-cone collapse Homo sapiens R-HSA-416572	2/24	0.16585176106075927	0.446220214282519	0	0	2.891028511718167	5.194197874059037	MYH11;MYL9
Proton-coupled monocarboxylate transport Homo sapiens R-HSA-433692	1/6	0.16987704158273126	0.45273834195397716	0	0	6.355409836065574	11.266110376866632	EMB
Activation of TRKA receptors Homo sapiens R-HSA-187015	1/6	0.16987704158273126	0.45273834195397716	0	0	6.355409836065574	11.266110376866632	ADCYAP1
